ad_id,timestamp,clicks,views,cost
10537,2023-08-23T18:57:00Z,20,37,23.17
10538,2023-08-23T18:58:00Z,4,73,16.33
10539,2023-08-23T18:59:00Z,56,68,134.6
10540,2023-08-23T19:00:00Z,45,78,144.63
10541,2023-08-23T19:01:00Z,22,88,77.73
10542,2023-08-23T19:02:00Z,100,100,242.34
10543,2023-08-23T19:03:00Z,11,18,52.79
10544,2023-08-23T19:04:00Z,2,99,1.19
10545,2023-08-23T19:05:00Z,44,78,47.8
10546,2023-08-23T19:06:00Z,77,91,134.06
10547,2023-08-23T19:07:00Z,48,89,181.74
10548,2023-08-23T19:08:00Z,19,36,28.92
10549,2023-08-23T19:09:00Z,1,9,2.47
10550,2023-08-23T19:10:00Z,14,17,58.08
10551,2023-08-23T19:11:00Z,7,7,20.9
10552,2023-08-23T19:12:00Z,63,63,79.18
10553,2023-08-23T19:13:00Z,24,55,113.43
10554,2023-08-23T19:14:00Z,11,22,22.55
10555,2023-08-23T19:15:00Z,21,34,25.59
10556,2023-08-23T19:16:00Z,28,28,133.39
10557,2023-08-23T19:17:00Z,20,45,25.31
10558,2023-08-23T19:18:00Z,59,75,178.39
10559,2023-08-23T19:19:00Z,26,64,80.44
10560,2023-08-23T19:20:00Z,27,79,68.83
10561,2023-08-23T19:21:00Z,35,47,48.93
10562,2023-08-23T19:22:00Z,59,73,70.85
10563,2023-08-23T19:23:00Z,33,36,163.64
10564,2023-08-23T19:24:00Z,25,75,98.22
10565,2023-08-23T19:25:00Z,11,40,27.61
10566,2023-08-23T19:26:00Z,47,81,101.54
10567,2023-08-23T19:27:00Z,17,40,37.59
10568,2023-08-23T19:28:00Z,44,77,156.35
10569,2023-08-23T19:29:00Z,14,83,53.1
10570,2023-08-23T19:30:00Z,86,100,110.74
10571,2023-08-23T19:31:00Z,52,56,84.44
10572,2023-08-23T19:32:00Z,13,26,27.01
10573,2023-08-23T19:33:00Z,9,60,27.66
10574,2023-08-23T19:34:00Z,21,36,11.5
10575,2023-08-23T19:35:00Z,70,72,156.98
10576,2023-08-23T19:36:00Z,4,8,15.73
10577,2023-08-23T19:37:00Z,19,32,84.26
10578,2023-08-23T19:38:00Z,5,6,14.28
10579,2023-08-23T19:39:00Z,6,63,15.01
10580,2023-08-23T19:40:00Z,1,26,3.36
10581,2023-08-23T19:41:00Z,27,44,24.1
10582,2023-08-23T19:42:00Z,63,82,165.42
10583,2023-08-23T19:43:00Z,31,76,92.04
10584,2023-08-23T19:44:00Z,19,34,57.75
10585,2023-08-23T19:45:00Z,35,52,56.62
10586,2023-08-23T19:46:00Z,14,97,34.7
10587,2023-08-23T19:47:00Z,51,99,169.17
10588,2023-08-23T19:48:00Z,24,54,75.58
10589,2023-08-23T19:49:00Z,93,95,433.59
10590,2023-08-23T19:50:00Z,2,43,9.77
10591,2023-08-23T19:51:00Z,42,55,72.42
10592,2023-08-23T19:52:00Z,14,40,50.57
10593,2023-08-23T19:53:00Z,20,34,90.21
10594,2023-08-23T19:54:00Z,5,34,6.28
10595,2023-08-23T19:55:00Z,25,35,67.65
10596,2023-08-23T19:56:00Z,5,99,23.48
10597,2023-08-23T19:57:00Z,21,84,93.89
10598,2023-08-23T19:58:00Z,16,70,75.12
10599,2023-08-23T19:59:00Z,9,74,22.1
10600,2023-08-23T20:00:00Z,21,25,57.69
10601,2023-08-23T20:01:00Z,52,100,140.24
10602,2023-08-23T20:02:00Z,48,56,220.97
10603,2023-08-23T20:03:00Z,47,64,231.98
10604,2023-08-23T20:04:00Z,74,99,335.95
10605,2023-08-23T20:05:00Z,7,98,13.99
10606,2023-08-23T20:06:00Z,84,85,288.41
10607,2023-08-23T20:07:00Z,40,46,138.32
10608,2023-08-23T20:08:00Z,53,70,178.36
10609,2023-08-23T20:09:00Z,43,98,171.21
10610,2023-08-23T20:10:00Z,28,89,134.45
10611,2023-08-23T20:11:00Z,6,70,4.28
10612,2023-08-23T20:12:00Z,8,20,35.5
10613,2023-08-23T20:13:00Z,31,81,140.18
10614,2023-08-23T20:14:00Z,5,72,5.08
10615,2023-08-23T20:15:00Z,46,47,100.78
10616,2023-08-23T20:16:00Z,18,98,70.14
10617,2023-08-23T20:17:00Z,12,43,20.28
10618,2023-08-23T20:18:00Z,30,87,113.83
10619,2023-08-23T20:19:00Z,19,26,66.98
10620,2023-08-23T20:20:00Z,31,87,22.75
10621,2023-08-23T20:21:00Z,24,36,79.21
10622,2023-08-23T20:22:00Z,16,40,59.73
10623,2023-08-23T20:23:00Z,21,41,12.59
10624,2023-08-23T20:24:00Z,32,39,36.61
10625,2023-08-23T20:25:00Z,19,24,56.55
10626,2023-08-23T20:26:00Z,71,78,206.33
10627,2023-08-23T20:27:00Z,19,53,91.09
10628,2023-08-23T20:28:00Z,35,96,114.1
10629,2023-08-23T20:29:00Z,41,61,21.86
10630,2023-08-23T20:30:00Z,0,98,0.0
10631,2023-08-23T20:31:00Z,21,28,11.8
10632,2023-08-23T20:32:00Z,11,87,48.36
10633,2023-08-23T20:33:00Z,13,30,47.65
10634,2023-08-23T20:34:00Z,44,69,33.75
10635,2023-08-23T20:35:00Z,25,65,56.77
10636,2023-08-23T20:36:00Z,24,61,74.58
10637,2023-08-23T20:37:00Z,3,84,7.52
10638,2023-08-23T20:38:00Z,25,33,96.55
10639,2023-08-23T20:39:00Z,3,82,13.15
10640,2023-08-23T20:40:00Z,5,5,21.46
10641,2023-08-23T20:41:00Z,62,73,295.1
10642,2023-08-23T20:42:00Z,8,14,24.84
10643,2023-08-23T20:43:00Z,58,73,101.33
10644,2023-08-23T20:44:00Z,8,26,11.93
10645,2023-08-23T20:45:00Z,4,47,18.26
10646,2023-08-23T20:46:00Z,5,6,19.55
10647,2023-08-23T20:47:00Z,2,59,7.09
10648,2023-08-23T20:48:00Z,60,83,171.53
10649,2023-08-23T20:49:00Z,32,36,144.66
10650,2023-08-23T20:50:00Z,11,46,43.66
10651,2023-08-23T20:51:00Z,49,98,236.89
10652,2023-08-23T20:52:00Z,61,76,42.57
10653,2023-08-23T20:53:00Z,5,14,18.63
10654,2023-08-23T20:54:00Z,14,30,34.13
10655,2023-08-23T20:55:00Z,14,17,31.58
10656,2023-08-23T20:56:00Z,38,61,64.33
10657,2023-08-23T20:57:00Z,2,26,7.72
10658,2023-08-23T20:58:00Z,2,8,3.36
10659,2023-08-23T20:59:00Z,27,97,40.01
10660,2023-08-23T21:00:00Z,0,11,0.0
10661,2023-08-23T21:01:00Z,7,16,8.95
10662,2023-08-23T21:02:00Z,16,26,45.1
10663,2023-08-23T21:03:00Z,12,60,54.04
10664,2023-08-23T21:04:00Z,5,63,22.44
10665,2023-08-23T21:05:00Z,58,95,97.36
10666,2023-08-23T21:06:00Z,62,77,178.62
10667,2023-08-23T21:07:00Z,14,67,57.18
10668,2023-08-23T21:08:00Z,75,86,330.23
10669,2023-08-23T21:09:00Z,20,47,82.17
10670,2023-08-23T21:10:00Z,16,31,73.77
10671,2023-08-23T21:11:00Z,42,55,137.29
10672,2023-08-23T21:12:00Z,47,81,59.42
10673,2023-08-23T21:13:00Z,13,29,36.5
10674,2023-08-23T21:14:00Z,26,67,105.53
10675,2023-08-23T21:15:00Z,4,87,15.84
10676,2023-08-23T21:16:00Z,33,78,147.43
10677,2023-08-23T21:17:00Z,86,96,294.23
10678,2023-08-23T21:18:00Z,18,20,57.9
10679,2023-08-23T21:19:00Z,54,66,53.22
10680,2023-08-23T21:20:00Z,12,22,37.34
10681,2023-08-23T21:21:00Z,7,93,27.77
10682,2023-08-23T21:22:00Z,13,80,40.76
10683,2023-08-23T21:23:00Z,48,49,174.99
10684,2023-08-23T21:24:00Z,60,89,210.07
10685,2023-08-23T21:25:00Z,23,55,66.65
10686,2023-08-23T21:26:00Z,60,71,285.97
10687,2023-08-23T21:27:00Z,2,41,1.21
10688,2023-08-23T21:28:00Z,13,84,58.11
10689,2023-08-23T21:29:00Z,5,9,18.74
10690,2023-08-23T21:30:00Z,29,55,139.27
10691,2023-08-23T21:31:00Z,40,41,143.82
10692,2023-08-23T21:32:00Z,7,83,10.72
10693,2023-08-23T21:33:00Z,29,61,134.4
10694,2023-08-23T21:34:00Z,11,29,41.02
10695,2023-08-23T21:35:00Z,16,39,9.99
10696,2023-08-23T21:36:00Z,17,43,31.61
10697,2023-08-23T21:37:00Z,7,8,23.96
10698,2023-08-23T21:38:00Z,26,97,23.29
10699,2023-08-23T21:39:00Z,11,63,40.58
10700,2023-08-23T21:40:00Z,47,49,150.96
10701,2023-08-23T21:41:00Z,24,30,27.58
10702,2023-08-23T21:42:00Z,44,51,193.72
10703,2023-08-23T21:43:00Z,23,45,52.48
10704,2023-08-23T21:44:00Z,40,59,68.71
10705,2023-08-23T21:45:00Z,8,72,16.75
10706,2023-08-23T21:46:00Z,30,42,145.29
10707,2023-08-23T21:47:00Z,5,9,12.33
10708,2023-08-23T21:48:00Z,46,66,157.14
10709,2023-08-23T21:49:00Z,15,15,20.66
10710,2023-08-23T21:50:00Z,68,68,52.57
10711,2023-08-23T21:51:00Z,0,22,0.0
10712,2023-08-23T21:52:00Z,47,61,52.71
10713,2023-08-23T21:53:00Z,10,10,27.62
10714,2023-08-23T21:54:00Z,10,38,31.67
10715,2023-08-23T21:55:00Z,13,50,26.04
10716,2023-08-23T21:56:00Z,25,39,43.32
10717,2023-08-23T21:57:00Z,4,62,16.53
10718,2023-08-23T21:58:00Z,55,67,58.7
10719,2023-08-23T21:59:00Z,26,59,72.23
10720,2023-08-23T22:00:00Z,56,57,30.89
10721,2023-08-23T22:01:00Z,70,74,117.05
10722,2023-08-23T22:02:00Z,18,38,42.01
10723,2023-08-23T22:03:00Z,81,83,222.94
10724,2023-08-23T22:04:00Z,44,80,164.98
10725,2023-08-23T22:05:00Z,37,90,110.99
10726,2023-08-23T22:06:00Z,99,100,329.61
10727,2023-08-23T22:07:00Z,12,49,59.54
10728,2023-08-23T22:08:00Z,7,14,9.33
10729,2023-08-23T22:09:00Z,11,45,17.74
10730,2023-08-23T22:10:00Z,14,21,27.84
10731,2023-08-23T22:11:00Z,1,17,3.03
10732,2023-08-23T22:12:00Z,0,25,0.0
10733,2023-08-23T22:13:00Z,2,8,8.12
10734,2023-08-23T22:14:00Z,2,32,8.97
10735,2023-08-23T22:15:00Z,12,75,21.84
10736,2023-08-23T22:16:00Z,7,12,25.91
10737,2023-08-23T22:17:00Z,0,18,0.0
10738,2023-08-23T22:18:00Z,9,9,27.24
10739,2023-08-23T22:19:00Z,8,71,8.86
10740,2023-08-23T22:20:00Z,20,36,51.66
10741,2023-08-23T22:21:00Z,33,48,72.34
10742,2023-08-23T22:22:00Z,12,12,10.34
10743,2023-08-23T22:23:00Z,19,49,31.56
10744,2023-08-23T22:24:00Z,1,26,1.2
10745,2023-08-23T22:25:00Z,32,44,114.29
10746,2023-08-23T22:26:00Z,0,6,0.0
10747,2023-08-23T22:27:00Z,45,91,25.49
10748,2023-08-23T22:28:00Z,12,74,38.21
10749,2023-08-23T22:29:00Z,26,34,53.99
10750,2023-08-23T22:30:00Z,26,66,120.82
10751,2023-08-23T22:31:00Z,47,66,154.95
10752,2023-08-23T22:32:00Z,36,46,142.03
10753,2023-08-23T22:33:00Z,16,53,23.43
10754,2023-08-23T22:34:00Z,56,59,276.58
10755,2023-08-23T22:35:00Z,21,43,104.98
10756,2023-08-23T22:36:00Z,16,33,36.83
10757,2023-08-23T22:37:00Z,24,86,99.93
10758,2023-08-23T22:38:00Z,35,62,106.66
10759,2023-08-23T22:39:00Z,34,37,142.57
10760,2023-08-23T22:40:00Z,15,50,25.51
10761,2023-08-23T22:41:00Z,7,18,16.53
10762,2023-08-23T22:42:00Z,14,64,54.71
10763,2023-08-23T22:43:00Z,5,12,18.02
10764,2023-08-23T22:44:00Z,9,10,44.19
10765,2023-08-23T22:45:00Z,29,31,17.19
10766,2023-08-23T22:46:00Z,10,34,40.9
10767,2023-08-23T22:47:00Z,45,56,39.48
10768,2023-08-23T22:48:00Z,16,39,57.14
10769,2023-08-23T22:49:00Z,16,92,30.68
10770,2023-08-23T22:50:00Z,8,37,20.56
10771,2023-08-23T22:51:00Z,10,15,16.34
10772,2023-08-23T22:52:00Z,16,60,75.96
10773,2023-08-23T22:53:00Z,10,28,6.46
10774,2023-08-23T22:54:00Z,48,87,147.15
10775,2023-08-23T22:55:00Z,11,18,41.51
10776,2023-08-23T22:56:00Z,9,13,20.24
10777,2023-08-23T22:57:00Z,53,84,158.89
10778,2023-08-23T22:58:00Z,3,23,11.45
10779,2023-08-23T22:59:00Z,2,12,8.51
10780,2023-08-23T23:00:00Z,1,24,2.71
10781,2023-08-23T23:01:00Z,60,84,110.53
10782,2023-08-23T23:02:00Z,19,29,46.76
10783,2023-08-23T23:03:00Z,22,64,100.08
10784,2023-08-23T23:04:00Z,56,87,49.23
10785,2023-08-23T23:05:00Z,17,18,80.87
10786,2023-08-23T23:06:00Z,18,27,56.27
10787,2023-08-23T23:07:00Z,19,67,68.14
10788,2023-08-23T23:08:00Z,39,56,130.92
10789,2023-08-23T23:09:00Z,5,53,13.78
10790,2023-08-23T23:10:00Z,1,27,1.43
10791,2023-08-23T23:11:00Z,16,85,61.6
10792,2023-08-23T23:12:00Z,14,54,11.2
10793,2023-08-23T23:13:00Z,5,8,19.15
10794,2023-08-23T23:14:00Z,28,81,90.51
10795,2023-08-23T23:15:00Z,15,19,36.69
10796,2023-08-23T23:16:00Z,79,91,307.88
10797,2023-08-23T23:17:00Z,13,15,57.74
10798,2023-08-23T23:18:00Z,68,94,263.61
10799,2023-08-23T23:19:00Z,3,25,4.81
10800,2023-08-23T23:20:00Z,20,57,77.89
10801,2023-08-23T23:21:00Z,9,13,28.27
10802,2023-08-23T23:22:00Z,12,31,49.6
10803,2023-08-23T23:23:00Z,38,50,67.37
10804,2023-08-23T23:24:00Z,55,88,102.82
10805,2023-08-23T23:25:00Z,49,51,222.92
10806,2023-08-23T23:26:00Z,1,8,3.74
10807,2023-08-23T23:27:00Z,15,68,65.87
10808,2023-08-23T23:28:00Z,34,62,106.12
10809,2023-08-23T23:29:00Z,32,52,27.65
10810,2023-08-23T23:30:00Z,51,85,176.61
10811,2023-08-23T23:31:00Z,50,52,31.22
10812,2023-08-23T23:32:00Z,43,75,111.04
10813,2023-08-23T23:33:00Z,37,96,44.13
10814,2023-08-23T23:34:00Z,35,43,121.89
10815,2023-08-23T23:35:00Z,7,58,13.62
10816,2023-08-23T23:36:00Z,15,32,32.63
10817,2023-08-23T23:37:00Z,14,78,9.94
10818,2023-08-23T23:38:00Z,16,44,16.65
10819,2023-08-23T23:39:00Z,0,28,0.0
10820,2023-08-23T23:40:00Z,4,7,19.73
10821,2023-08-23T23:41:00Z,76,80,224.43
10822,2023-08-23T23:42:00Z,21,71,31.9
10823,2023-08-23T23:43:00Z,29,74,134.93
10824,2023-08-23T23:44:00Z,2,82,6.33
10825,2023-08-23T23:45:00Z,14,41,67.9
10826,2023-08-23T23:46:00Z,18,83,66.78
10827,2023-08-23T23:47:00Z,2,95,1.12
10828,2023-08-23T23:48:00Z,62,79,308.94
10829,2023-08-23T23:49:00Z,7,14,23.09
10830,2023-08-23T23:50:00Z,5,7,8.69
10831,2023-08-23T23:51:00Z,10,11,38.41
10832,2023-08-23T23:52:00Z,13,21,9.71
10833,2023-08-23T23:53:00Z,69,81,206.89
10834,2023-08-23T23:54:00Z,4,53,14.0
10835,2023-08-23T23:55:00Z,24,48,48.96
10836,2023-08-23T23:56:00Z,20,29,59.77
10837,2023-08-23T23:57:00Z,33,66,87.59
10838,2023-08-23T23:58:00Z,14,24,68.16
10839,2023-08-23T23:59:00Z,13,43,62.58
10840,2023-08-24T00:00:00Z,9,86,12.31
10841,2023-08-24T00:01:00Z,1,89,2.61
10842,2023-08-24T00:02:00Z,11,14,24.75
10843,2023-08-24T00:03:00Z,15,42,40.12
10844,2023-08-24T00:04:00Z,58,90,197.97
10845,2023-08-24T00:05:00Z,6,20,13.26
10846,2023-08-24T00:06:00Z,22,43,78.94
10847,2023-08-24T00:07:00Z,60,74,124.25
10848,2023-08-24T00:08:00Z,64,67,157.01
10849,2023-08-24T00:09:00Z,3,16,14.29
10850,2023-08-24T00:10:00Z,9,23,20.38
10851,2023-08-24T00:11:00Z,81,91,159.11
10852,2023-08-24T00:12:00Z,29,31,28.54
10853,2023-08-24T00:13:00Z,34,98,169.48
10854,2023-08-24T00:14:00Z,6,36,10.94
10855,2023-08-24T00:15:00Z,1,6,0.79
10856,2023-08-24T00:16:00Z,0,100,0.0
10857,2023-08-24T00:17:00Z,56,81,153.35
10858,2023-08-24T00:18:00Z,7,10,11.02
10859,2023-08-24T00:19:00Z,23,68,71.82
10860,2023-08-24T00:20:00Z,36,59,45.31
10861,2023-08-24T00:21:00Z,1,12,4.65
10862,2023-08-24T00:22:00Z,87,100,198.61
10863,2023-08-24T00:23:00Z,9,81,35.05
10864,2023-08-24T00:24:00Z,27,45,34.05
10865,2023-08-24T00:25:00Z,30,36,129.12
10866,2023-08-24T00:26:00Z,2,23,8.83
10867,2023-08-24T00:27:00Z,0,25,0.0
10868,2023-08-24T00:28:00Z,6,41,12.39
10869,2023-08-24T00:29:00Z,27,75,32.45
10870,2023-08-24T00:30:00Z,12,25,30.87
10871,2023-08-24T00:31:00Z,68,83,238.89
10872,2023-08-24T00:32:00Z,58,95,59.99
10873,2023-08-24T00:33:00Z,6,20,17.34
10874,2023-08-24T00:34:00Z,6,32,14.99
10875,2023-08-24T00:35:00Z,84,90,383.88
10876,2023-08-24T00:36:00Z,35,59,65.26
10877,2023-08-24T00:37:00Z,28,99,92.36
10878,2023-08-24T00:38:00Z,42,46,25.2
10879,2023-08-24T00:39:00Z,2,5,1.9
10880,2023-08-24T00:40:00Z,2,37,8.47
10881,2023-08-24T00:41:00Z,46,52,120.84
10882,2023-08-24T00:42:00Z,1,33,0.63
10883,2023-08-24T00:43:00Z,13,21,16.56
10884,2023-08-24T00:44:00Z,4,5,6.52
10885,2023-08-24T00:45:00Z,60,76,121.85
10886,2023-08-24T00:46:00Z,40,77,56.37
10887,2023-08-24T00:47:00Z,7,47,30.5
10888,2023-08-24T00:48:00Z,4,10,11.62
10889,2023-08-24T00:49:00Z,0,74,0.0
10890,2023-08-24T00:50:00Z,17,50,53.66
10891,2023-08-24T00:51:00Z,14,22,36.9
10892,2023-08-24T00:52:00Z,17,64,42.67
10893,2023-08-24T00:53:00Z,59,73,104.62
10894,2023-08-24T00:54:00Z,14,28,52.04
10895,2023-08-24T00:55:00Z,41,42,38.96
10896,2023-08-24T00:56:00Z,32,97,132.33
10897,2023-08-24T00:57:00Z,4,51,19.88
10898,2023-08-24T00:58:00Z,80,96,369.7
10899,2023-08-24T00:59:00Z,24,50,58.1
10900,2023-08-24T01:00:00Z,4,27,5.94
10901,2023-08-24T01:01:00Z,3,14,13.71
10902,2023-08-24T01:02:00Z,63,64,114.85
10903,2023-08-24T01:03:00Z,4,12,3.77
10904,2023-08-24T01:04:00Z,33,62,157.55
10905,2023-08-24T01:05:00Z,21,28,18.6
10906,2023-08-24T01:06:00Z,2,10,2.51
10907,2023-08-24T01:07:00Z,1,37,3.41
10908,2023-08-24T01:08:00Z,10,10,19.73
10909,2023-08-24T01:09:00Z,49,94,190.57
10910,2023-08-24T01:10:00Z,28,42,21.78
10911,2023-08-24T01:11:00Z,29,52,50.04
10912,2023-08-24T01:12:00Z,1,95,1.29
10913,2023-08-24T01:13:00Z,62,68,66.0
10914,2023-08-24T01:14:00Z,76,76,241.32
10915,2023-08-24T01:15:00Z,5,6,3.64
10916,2023-08-24T01:16:00Z,8,12,34.79
10917,2023-08-24T01:17:00Z,10,11,13.83
10918,2023-08-24T01:18:00Z,34,91,69.49
10919,2023-08-24T01:19:00Z,56,68,153.29
10920,2023-08-24T01:20:00Z,4,89,5.1
10921,2023-08-24T01:21:00Z,41,48,198.93
10922,2023-08-24T01:22:00Z,55,55,34.2
10923,2023-08-24T01:23:00Z,22,37,19.34
10924,2023-08-24T01:24:00Z,4,16,6.78
10925,2023-08-24T01:25:00Z,3,76,9.36
10926,2023-08-24T01:26:00Z,12,28,31.95
10927,2023-08-24T01:27:00Z,40,53,77.91
10928,2023-08-24T01:28:00Z,1,65,4.27
10929,2023-08-24T01:29:00Z,55,72,151.46
10930,2023-08-24T01:30:00Z,32,69,81.89
10931,2023-08-24T01:31:00Z,60,79,289.54
10932,2023-08-24T01:32:00Z,27,79,19.61
10933,2023-08-24T01:33:00Z,15,25,51.9
10934,2023-08-24T01:34:00Z,2,20,4.9
10935,2023-08-24T01:35:00Z,40,58,192.0
10936,2023-08-24T01:36:00Z,14,72,25.43
10937,2023-08-24T01:37:00Z,9,11,12.65
10938,2023-08-24T01:38:00Z,1,26,2.7
10939,2023-08-24T01:39:00Z,8,68,6.67
10940,2023-08-24T01:40:00Z,0,12,0.0
10941,2023-08-24T01:41:00Z,8,96,7.52
10942,2023-08-24T01:42:00Z,19,29,80.53
10943,2023-08-24T01:43:00Z,25,65,43.67
10944,2023-08-24T01:44:00Z,6,32,6.52
10945,2023-08-24T01:45:00Z,58,75,65.53
10946,2023-08-24T01:46:00Z,7,18,13.82
10947,2023-08-24T01:47:00Z,56,91,170.1
10948,2023-08-24T01:48:00Z,42,56,179.15
10949,2023-08-24T01:49:00Z,14,15,62.79
10950,2023-08-24T01:50:00Z,13,36,10.06
10951,2023-08-24T01:51:00Z,90,93,371.59
10952,2023-08-24T01:52:00Z,4,47,10.83
10953,2023-08-24T01:53:00Z,30,94,91.43
10954,2023-08-24T01:54:00Z,10,46,12.49
10955,2023-08-24T01:55:00Z,8,69,23.92
10956,2023-08-24T01:56:00Z,3,47,3.07
10957,2023-08-24T01:57:00Z,28,28,34.63
10958,2023-08-24T01:58:00Z,84,89,399.37
10959,2023-08-24T01:59:00Z,0,72,0.0
10960,2023-08-24T02:00:00Z,10,22,29.81
10961,2023-08-24T02:01:00Z,10,32,30.95
10962,2023-08-24T02:02:00Z,23,64,96.15
10963,2023-08-24T02:03:00Z,35,49,47.16
10964,2023-08-24T02:04:00Z,3,66,11.24
10965,2023-08-24T02:05:00Z,9,55,10.55
10966,2023-08-24T02:06:00Z,86,95,255.74
10967,2023-08-24T02:07:00Z,27,28,56.0
10968,2023-08-24T02:08:00Z,0,17,0.0
10969,2023-08-24T02:09:00Z,11,12,8.22
10970,2023-08-24T02:10:00Z,10,21,34.7
10971,2023-08-24T02:11:00Z,55,100,134.87
10972,2023-08-24T02:12:00Z,18,52,31.37
10973,2023-08-24T02:13:00Z,46,96,74.02
10974,2023-08-24T02:14:00Z,17,46,42.66
10975,2023-08-24T02:15:00Z,32,80,85.38
10976,2023-08-24T02:16:00Z,5,7,5.86
10977,2023-08-24T02:17:00Z,7,80,11.24
10978,2023-08-24T02:18:00Z,28,58,112.88
10979,2023-08-24T02:19:00Z,21,32,103.34
10980,2023-08-24T02:20:00Z,7,73,32.94
10981,2023-08-24T02:21:00Z,21,62,23.63
10982,2023-08-24T02:22:00Z,67,90,180.18
10983,2023-08-24T02:23:00Z,36,53,89.38
10984,2023-08-24T02:24:00Z,40,78,167.82
10985,2023-08-24T02:25:00Z,35,82,32.2
10986,2023-08-24T02:26:00Z,74,81,70.1
10987,2023-08-24T02:27:00Z,18,47,35.51
10988,2023-08-24T02:28:00Z,3,35,13.39
10989,2023-08-24T02:29:00Z,65,75,321.26
10990,2023-08-24T02:30:00Z,19,93,48.32
10991,2023-08-24T02:31:00Z,0,42,0.0
10992,2023-08-24T02:32:00Z,5,42,3.77
10993,2023-08-24T02:33:00Z,12,16,53.12
10994,2023-08-24T02:34:00Z,48,89,57.17
10995,2023-08-24T02:35:00Z,45,72,44.66
10996,2023-08-24T02:36:00Z,23,93,81.74
10997,2023-08-24T02:37:00Z,27,64,115.77
10998,2023-08-24T02:38:00Z,21,35,104.53
10999,2023-08-24T02:39:00Z,85,94,307.0
